,POS,points,first name,last name,age,country,liga,club,id,comp,place,date,category,weapon,gender,event,type,Poule,poule_order,PVICT,PTD,PTR,PIND,PT-DIFF,rank_poule,p_matches,p1_td,p1_tr,p1_result,p1_opp_id,p2_td,p2_tr,p2_result,p2_opp_id,p3_td,p3_tr,p3_result,p3_opp_id,p4_td,p4_tr,p4_result,p4_opp_id,p5_td,p5_tr,p5_result,p5_opp_id,td_t32,tr_t32,match_dif_t32,match_res_t32,t32_opp_id,td_t16,tr_t16,match_dif_t16,match_res_t16,t16_opp_id,td_t8,tr_t8,match_dif_t8,match_res_t8,t8_opp_id,td_semi,tr_semi,match_dif_semi,match_res_semi,semi_opp_id,td_final,tr_final,match_dif_final,match_res_final,final_opp_id,name,PMTR,PMTD,PMT-DIFF,TTR,TTD,TMT-DIFF,PM1V%,PM1&2V%,TMV,p6_td,p6_tr,p6_result,p6_opp_id,td_t64,tr_t64,match_dif_t64,match_res_t64,t64_opp_id,p7_td,p7_tr,p7_result,p7_opp_id,p8_td,p8_tr,p8_result,p8_opp_id
44,21,8,ANDRES FELIPE,RODRIGUEZ ULLOA,25,COLOMBIA,BOGOTA,GUSTAVO COQUECO FENCING ACADEMY,86,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,1,1,4,21,23,0.666666666666667,-2,4,6,5,4,1,405,5,1,1,1569,5,4,1,1154,0,5,0,246,5,4,1,643,12,15,-3,0,440,,,,,,,,,,,,,,,,,,,,,ANDRES FELIPE RODRIGUEZ ULLOA,3.83333333333333,3.5,-0.333333333333333,13.9444444444444,12.1666666666667,-1.77777777777778,1,1,0,1,5,0,1113,,,,,,,,,,,,,
45,22,8,JUAN SEBASTIAN,MONROY HERRERA,24,COLOMBIA,BOGOTA,GUSTAVO COQUECO FENCING ACADEMY,568,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,8,1,3,22,12,0.6,10,3,5,3,3,0,2397,5,2,1,305,5,1,1,1118,5,1,1,290,4,5,0,440,13,15,-2,0,192,,,,,,,,,,,,,,,,,,,,,JUAN SEBASTIAN MONROY HERRERA,2.4,4.4,2,9.8,13.1333333333333,3.33333333333333,0,0,0,,,,,,,,,,,,,,,,,
46,23,8,DANIEL FELIPE,MACIAS GONZALEZ,26,COLOMBIA,CUNDINAMARCA,CLUB EXCALIBUR MADRID,820,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,6,4,3,21,17,0.6,4,3,5,2,5,0,906,4,5,0,439,5,2,1,1874,5,4,1,1368,5,1,1,406,6,15,-9,0,1358,,,,,,,,,,,,,,,,,,,,,DANIEL FELIPE MACIAS GONZALEZ,3.4,4.2,0.8,11.8,10.4,-1.4,0,0,0,,,,,,,,,,,,,,,,,
47,24,8,MARIO ESTIBEN,CACERES CASTELLANOS,26,COLOMBIA,VALLE,Pothos Club,337,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,2,6,3,23,20,0.6,3,3,5,4,5,0,654,4,5,0,155,5,4,1,432,5,3,1,266,5,3,1,523,9,15,-6,0,106,,,,,,,,,,,,,,,,,,,,,MARIO ESTIBEN CACERES CASTELLANOS,4,4.6,0.6,13,12.2,-0.799999999999999,0,0,0,,,,,,,,,,,,,,,,,
48,25,8,STAHELYN JOSE,AGAMEZ LONDOÑO,22,COLOMBIA,FFAA,"ESCUELA MILITARDE DE CEDETES ""GENERAL JOSE MARIA CORDOVA""",110,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,3,4,3,18,16,0.6,2,2,5,5,2,1,639,5,2,1,1952,2,5,0,54,1,5,0,107,5,2,1,456,14,15,-1,0,426,,,,,,,,,,,,,,,,,,,,,STAHELYN JOSE AGAMEZ LONDOÑO,3.2,3.6,0.4,11.4,11.8666666666667,0.466666666666667,1,1,0,,,,,,,,,,,,,,,,,
49,26,8,ALEJANDRO,CALDERON MARIN,26,COLOMBIA,CALDAS,TOUCHE,1569,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,1,7,3,21,24,0.5,-3,5,6,1,5,0,86,5,1,1,643,5,4,1,1154,3,5,0,1113,5,4,1,246,7,15,-8,0,442,,,,,,,,,,,,,,,,,,,,,ALEJANDRO CALDERON MARIN,4,3.5,-0.5,13.5,11.625,-1.875,0,0,1,2,5,0,405,15,11,4,1,1993,,,,,,,,
50,27,8,MIGUEL ANGEL,BARRIOS OLARTE,27,COLOMBIA,CUNDINAMARCA,CLUB GLADIUS,305,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,,,,,,,,,,3,5,0,440,2,5,0,568,5,1,1,290,5,3,1,2397,4,5,0,1118,5,15,-10,0,527,,,,,,,,,,,,,,,,,,,,,MIGUEL ANGEL BARRIOS OLARTE,,3.8,,13.5,7.93333333333333,-5.56666666666667,0,0,1,,,,,15,12,3,1,639,,,,,,,,
51,28,8,JUAN MANUEL,GARCIA VALENCIA,22,COLOMBIA,CALDAS,TOUCHE,203,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,7,5,2,18,18,0.4,0,4,5,3,5,0,442,5,2,1,1993,5,2,1,1147,3,4,0,1358,2,5,0,845,8,14,-6,0,382,,,,,,,,,,,,,,,,,,,,,JUAN MANUEL GARCIA VALENCIA,3.6,3.6,0,11.9,11.15,-0.75,0,0,1,,,,,15,12,3,1,456,,,,,,,,
52,29,8,ALVARO JOSE,SANABRIA MONTAÑO,22,COLOMBIA,VALLE,valleclub,523,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,2,3,2,17,17,0.4,0,4,5,5,1,1,266,2,5,0,432,5,1,1,654,2,5,0,155,3,5,0,337,1,15,-14,0,432,,,,,,,,,,,,,,,,,,,,,ALVARO JOSE SANABRIA MONTAÑO,3.4,3.4,0,10.1,9.1,-1,1,0,1,,,,,15,5,10,1,383,,,,,,,,
53,30,8,JOSE LUIS,LEON TELLEZ,28,COLOMBIA,ANTIOQUIA,CLUB DEPORTIVO TIZONA,417,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,4,3,2,18,19,0.4,-1,3,5,5,1,1,658,2,5,0,89,2,5,0,314,5,3,1,382,4,5,0,426,10,15,-5,0,906,,,,,,,,,,,,,,,,,,,,,JOSE LUIS LEON TELLEZ,3.8,3.6,-0.2,11.95,11.65,-0.299999999999999,1,0,1,,,,,15,10,5,1,654,,,,,,,,
54,31,8,ALEX STEVEN,ROBERTO NAGLES,19,COLOMBIA,VALLE,Club Olga Quevedo,1118,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,,,,,,,,,,5,1,1,290,4,5,0,2397,1,5,0,568,3,5,0,440,5,4,1,305,10,15,-5,0,439,,,,,,,,,,,,,,,,,,,,,ALEX STEVEN ROBERTO NAGLES,,3.6,,14,9.53333333333333,-4.46666666666667,1,0,1,,,,,15,13,2,1,1952,,,,,,,,
55,32,8,DIEGO ALEJANDRO,PACHON GOMEZ,28,COLOMBIA,BOGOTA,CLUB DE ESGRIMA SPARTACUS,131,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,5,6,2,16,19,0.4,-3,4,5,5,2,1,316,1,5,0,106,3,5,0,527,2,5,0,192,5,2,1,383,7,15,-8,0,54,,,,,,,,,,,,,,,,,,,,,DIEGO ALEJANDRO PACHON GOMEZ,3.8,3.2,-0.6,11.7,10.3,-1.4,1,0,1,,,,,15,9,6,1,1368,,,,,,,,
56,33,4,SANTIAGO ANDRÉS,GÓMEZ MÉNDEZ,25,COLOMBIA,ANTIOQUIA,CLUB DEPORTIVO TIZONA,1368,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,6,6,2,17,21,0.4,-4,4,5,3,5,0,439,5,3,1,1874,5,3,1,406,4,5,0,820,0,5,0,906,,,,,,,,,,,,,,,,,,,,,,,,,,SANTIAGO ANDRÉS GÓMEZ MÉNDEZ,4.2,3.4,-0.8,13.4,9.8,-3.6,0,0,0,,,,,9,15,-6,0,131,,,,,,,,
57,34,4,SANTIAGO,GóMEZ SERNA,21,COLOMBIA,VALLE,Club Olga Quevedo,1952,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,3,5,2,17,23,0.4,-6,4,5,1,5,0,107,2,5,0,110,5,4,1,639,5,4,1,456,4,5,0,54,,,,,,,,,,,,,,,,,,,,,,,,,,SANTIAGO GóMEZ SERNA,4.6,3.4,-1.2,14.2,11.1333333333333,-3.06666666666667,0,0,0,,,,,13,15,-2,0,1118,,,,,,,,
58,35,4,ADOLFO JAVIER,URIBE ADARVE,45,COLOMBIA,CUNDINAMARCA,CLUB EXCALIBUR MADRID,314,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,4,5,2,14,21,0.4,-7,5,5,1,5,0,426,3,5,0,658,5,2,1,417,5,4,1,89,0,5,0,382,,,,,,,,,,,,,,,,,,,,,,,,,,ADOLFO JAVIER URIBE ADARVE,4.2,2.8,-1.4,11.0666666666667,7.93333333333333,-3.13333333333333,0,0,0,,,,,7,8,-1,0,658,,,,,,,,
59,36,4,DANIEL,URIBE ARCILA,20,COLOMBIA,RISARALDA,club deportivo Sables de Paz,654,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,2,5,2,14,22,0.4,-8,5,5,5,4,1,337,5,3,1,266,1,5,0,523,0,5,0,432,3,5,0,155,,,,,,,,,,,,,,,,,,,,,,,,,,DANIEL URIBE ARCILA,4.4,2.8,-1.6,13.8,8.93333333333333,-4.86666666666667,1,1,0,,,,,10,15,-5,0,417,,,,,,,,
60,37,4,DAVID,MANTILLA MÁRQUEZ,38,COLOMBIA,RISARALDA,club deportivo Sables de Paz,383,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,5,3,1,15,19,0.2,-4,5,5,3,5,0,192,3,4,0,527,5,0,1,316,2,5,0,106,2,5,0,131,,,,,,,,,,,,,,,,,,,,,,,,,,DAVID MANTILLA MÁRQUEZ,3.8,3,-0.8,12.6,7.66666666666667,-4.93333333333333,0,0,0,,,,,5,15,-10,0,523,,,,,,,,
61,38,4,DANIEL A.,PÉREZ TRIANA,22,COLOMBIA,BOGOTA,CLUB ACADEMIA SABRE D´OR,456,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,3,1,1,18,23,0.2,-5,5,5,4,5,0,54,3,5,0,639,5,3,1,107,4,5,0,1952,2,5,0,110,,,,,,,,,,,,,,,,,,,,,,,,,,DANIEL A. PÉREZ TRIANA,4.6,3.6,-1,14.2,11.2,-3,0,0,0,,,,,12,15,-3,0,203,,,,,,,,
62,39,4,SIMON ANDRES,ALVARADO RUEDA,26,COLOMBIA,TOLIMA,Universidad de Ibague,639,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,3,3,1,17,23,0.2,-6,6,5,2,5,0,110,5,3,1,456,4,5,0,1952,2,5,0,54,4,5,0,107,,,,,,,,,,,,,,,,,,,,,,,,,,SIMON ANDRES ALVARADO RUEDA,4.6,3.4,-1.2,14.2,10.8,-3.4,0,0,0,,,,,12,15,-3,0,305,,,,,,,,
63,40,4,JORGE ANDRÉS,PINZÓN GUERRA,19,COLOMBIA,ANTIOQUIA,ESGRIMA FENCING CLUB,1993,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,7,4,1,14,24,0.2,-10,5,5,5,4,1,1147,2,5,0,203,2,5,0,845,2,5,0,442,3,5,0,1358,,,,,,,,,,,,,,,,,,,,,,,,,,JORGE ANDRÉS PINZÓN GUERRA,4.8,2.8,-2,14.6,9.26666666666667,-5.33333333333333,1,0,0,,,,,11,15,-4,0,1569,,,,,,,,
64,41,4,JUAN PABLO,RODRIGUEZ ULLOA,23,COLOMBIA,BOGOTA,GUSTAVO COQUECO FENCING ACADEMY,89,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,4,1,1,12,22,0.2,-10,6,5,3,5,0,382,5,2,1,417,0,5,0,426,4,5,0,314,0,5,0,658,,,,,,,,,,,,,,,,,,,,,,,,,,JUAN PABLO RODRIGUEZ ULLOA,4.4,2.4,-2,13.2,7.2,-6,0,0,0,,,,,,,,,,,,,,,,,
65,42,4,HUGO ALEXANDER,SANTAMARIA RODRIGUEZ,46,COLOMBIA,BOGOTA,MOSQUETEROS,1874,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,6,2,1,10,24,0.2,-14,5,5,5,4,1,406,3,5,0,1368,2,5,0,820,0,5,0,906,0,5,0,439,,,,,,,,,,,,,,,,,,,,,,,,,,HUGO ALEXANDER SANTAMARIA RODRIGUEZ,4.8,2,-2.8,14.4,6,-8.4,1,0,0,,,,,,,,,,,,,,,,,
66,43,4,JORGE ARMANDO,URREGO MENDEZ,23,COLOMBIA,TOLIMA,Club Deportivo de Esgrima,643,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,1,6,1,17,28,0.166666666666667,-11,6,6,1,5,0,246,1,5,0,1569,4,5,0,1113,2,5,0,405,4,5,0,86,,,,,,,,,,,,,,,,,,,,,,,,,,JORGE ARMANDO URREGO MENDEZ,4.66666666666667,2.83333333333333,-1.83333333333333,16.3333333333333,9.91666666666667,-6.41666666666667,0,0,0,5,3,1,1154,,,,,,,,,,,,,
67,44,4,JUAN FERNANDO,MORALES CABALLERO,36,COLOMBIA,BOGOTA,bogotaclub,266,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,2,4,0,14,25,0,-11,6,5,1,5,0,523,3,5,0,654,4,5,0,155,3,5,0,337,3,5,0,432,,,,,,,,,,,,,,,,,,,,,,,,,,JUAN FERNANDO MORALES CABALLERO,5,2.8,-2.2,15,8.4,-6.6,0,0,0,,,,,,,,,,,,,,,,,
68,45,4,JUAN PABLO,ZARTA PEREA,21,COLOMBIA,VALLE,Club Deportivo L´Escrime,1154,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,1,5,0,17,30,0,-13,7,6,0,5,0,1113,4,5,0,405,4,5,0,86,4,5,0,1569,2,5,0,246,,,,,,,,,,,,,,,,,,,,,,,,,,JUAN PABLO ZARTA PEREA,5,2.83333333333333,-2.16666666666667,17.5,9.91666666666667,-7.58333333333333,0,0,0,3,5,0,643,,,,,,,,,,,,,
69,46,4,JOSE MARIA,LOMBANA BONILLA,48,COLOMBIA,BOGOTA,CENTRO DEPORTIVO BLAS DE LEZO,406,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,6,1,0,12,25,0,-13,6,5,4,5,0,1874,1,5,0,906,3,5,0,1368,3,5,0,439,1,5,0,820,,,,,,,,,,,,,,,,,,,,,,,,,,JOSE MARIA LOMBANA BONILLA,5,2.4,-2.6,15,7.2,-7.8,0,0,0,,,,,,,,,,,,,,,,,
70,47,4,ALEJANDRO,MARTÍNEZ GIL,20,COLOMBIA,VALLE,Club Olga Quevedo,1147,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,7,3,0,10,25,0,-15,6,5,4,5,0,1993,1,5,0,1358,2,5,0,203,2,5,0,845,1,5,0,442,,,,,,,,,,,,,,,,,,,,,,,,,,ALEJANDRO MARTÍNEZ GIL,5,2,-3,15,6,-9,0,0,0,,,,,,,,,,,,,,,,,
71,48,4,CARLOS ELIAS ALFREDO,CAYCEDO DIAZ,19,COLOMBIA,CUNDINAMARCA,CLUB EXCALIBUR MADRID,316,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,5,5,0,8,25,0,-17,6,5,2,5,0,131,2,5,0,192,0,5,0,383,1,5,0,527,3,5,0,106,,,,,,,,,,,,,,,,,,,,,,,,,,CARLOS ELIAS ALFREDO CAYCEDO DIAZ,5,1.6,-3.4,15,4.8,-10.2,0,0,0,,,,,,,,,,,,,,,,,
72,49,4,DIEGO ALEJANDRO,QUINTERO SANDOVAL,32,COLOMBIA,ANTIOQUIA,CLUB DEPORTIVO TIZONA,290,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,E,M,I,GN,,,,,,,,,,1,5,0,1118,0,5,0,440,1,5,0,305,1,5,0,568,0,5,0,2397,,,,,,,,,,,,,,,,,,,,,,,,,,DIEGO ALEJANDRO QUINTERO SANDOVAL,,0.6,,,0.6,,0,0,0,,,,,,,,,,,,,,,,,
73,1,64,SEBASTIAN,CUELLAR PEÑA,25,COLOMBIA,VALLE,Pothos Club,1054,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,S,M,I,GN,,,,,,,,,,5,1,1,1195,5,3,1,2343,5,3,1,1626,5,1,1,248,5,1,1,463,15,4,11,1,1140,15,6,9,1,1626,15,14,1,1,415,15,7,8,1,289,15,12,3,1,65,SEBASTIAN CUELLAR PEÑA,,5,,8.6,13.3333333333333,4.73333333333333,1,1,5,,,,,,,,,,,,,,,,,
74,2,52,WILBER ALONSO,RESTREPO MONSALVE,34,COLOMBIA,VALLE,Pothos Club,65,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,S,M,I,GN,,,,,,,,,,5,4,1,2345,5,4,1,247,5,4,1,1049,5,1,1,486,5,3,1,599,15,6,9,1,608,15,4,11,1,258,15,12,3,1,2353,15,14,1,1,64,12,15,-3,0,1054,WILBER ALONSO RESTREPO MONSALVE,,5,,10.2,12.8333333333333,2.63333333333333,1,1,4,,,,,,,,,,,,,,,,,
75,3,40,LUIS ENRIQUE,CORREA VILA,26,COLOMBIA,BOGOTA,Club Deportivo Braveness,289,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,S,M,I,GN,,,,,,,,,,5,4,1,415,5,3,1,482,5,4,1,2353,5,2,1,635,5,0,1,700,15,3,12,1,482,15,13,2,1,502,15,9,6,1,1049,7,15,-8,0,1054,,,,,,LUIS ENRIQUE CORREA VILA,,5,,10,11.4,1.4,1,1,3,,,,,,,,,,,,,,,,,
76,3,40,PABLO,TROCHEZ BENITEZ,24,COLOMBIA,BOGOTA,MOSQUETEROS,64,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,S,M,I,GN,,,,,,,,,,5,1,1,461,1,5,0,460,5,3,1,1161,5,0,1,404,5,1,1,1870,15,8,7,1,1870,15,6,9,1,2343,15,8,7,1,1161,14,15,-1,0,65,,,,,,PABLO TROCHEZ BENITEZ,,4.2,,9.25,12.64,3.39,1,0,3,,,,,,,,,,,,,,,,,
77,5,28,EDWIN FILIBERTO,GONZALEZ ROMERO,36,COLOMBIA,CUNDINAMARCA,CLUB DE ESGRIMA FUSA FENCING,415,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,S,M,I,GN,,,,,,,,,,4,5,0,289,5,3,1,635,5,1,1,700,5,3,1,2353,5,0,1,482,15,12,3,1,907,15,5,10,1,460,14,15,-1,0,1054,,,,,,,,,,,EDWIN FILIBERTO GONZALEZ ROMERO,,4.8,,10.6666666666667,12.2,1.53333333333333,0,0,2,,,,,,,,,,,,,,,,,
78,5,28,DANIEL,JURADO SOSSA,24,COLOMBIA,ANTIOQUIA,CLUB DEPORTIVO TIZONA,1049,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,S,M,I,GN,,,,,,,,,,5,3,1,599,5,2,1,2345,4,5,0,65,5,1,1,247,5,1,1,486,15,10,5,1,2078,15,7,8,1,279,9,15,-6,0,289,,,,,,,,,,,DANIEL JURADO SOSSA,,4.8,,10.6666666666667,10.95,0.283333333333333,1,1,2,,,,,,,,,,,,,,,,,
79,7,28,MARIO ALBERTO,PALACIOS MURILLO,26,COLOMBIA,VALLE,Pothos Club,2353,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,S,M,I,GN,,,,,,,,,,5,2,1,482,5,1,1,700,4,5,0,289,3,5,0,415,5,1,1,635,15,14,1,1,247,15,6,9,1,124,12,15,-3,0,65,,,,,,,,,,,MARIO ALBERTO PALACIOS MURILLO,,4.4,,11.6666666666667,11.6,-0.066666666666666,1,1,2,,,,,,,,,,,,,,,,,
80,8,28,NICOLAS GIOVANNI,GóMEZ MORENO,23,COLOMBIA,CUNDINAMARCA,CLUB DE ESGRIMA FUSA FENCING,1161,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,S,M,I,GN,,,,,,,,,,4,5,0,460,4,5,0,1870,3,5,0,64,5,1,1,461,5,4,1,404,15,8,7,1,435,15,10,5,1,458,8,15,-7,0,64,,,,,,,,,,,NICOLAS GIOVANNI GóMEZ MORENO,,4.2,,11,10.55,-0.449999999999999,0,0,2,,,,,,,,,,,,,,,,,
81,9,16,YESMAR ANDRES,GODOY OLIVERA,25,COLOMBIA,TOLIMA,Club Deportivo de Esgrima,458,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,S,M,I,GN,,,,,,,,,,5,0,1,1050,5,0,1,2078,5,0,1,1646,5,2,1,258,5,1,1,435,15,10,5,1,461,10,15,-5,0,1161,,,,,,,,,,,,,,,,YESMAR ANDRES GODOY OLIVERA,,5,,12.5,10,-2.5,1,1,1,,,,,,,,,,,,,,,,,
82,10,16,MARIO DANIEL,FANG VALBUENA,23,COLOMBIA,BOGOTA,MOSQUETEROS,124,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,S,M,I,GN,,,,,,,,,,5,4,1,608,5,2,1,1140,5,3,1,907,5,3,1,279,5,4,1,502,15,7,8,1,248,6,15,-9,0,2353,,,,,,,,,,,,,,,,MARIO DANIEL FANG VALBUENA,,5,,11,8.66666666666667,-2.33333333333333,1,1,1,,,,,,,,,,,,,,,,,
83,11,16,ESTEBAN,JARAMILLO RUIZ,26,COLOMBIA,ANTIOQUIA,CLUB DEPORTIVO TIZONA,2343,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,S,M,I,GN,,,,,,,,,,5,2,1,1626,3,5,0,1054,5,1,1,463,5,1,1,1195,5,2,1,248,15,6,9,1,700,6,15,-9,0,64,,,,,,,,,,,,,,,,ESTEBAN JARAMILLO RUIZ,,4.6,,10.5,8.53333333333333,-1.96666666666667,1,0,1,,,,,,,,,,,,,,,,,
84,12,16,CAMILO ANDRES,RENGIFO LOMBANA,31,COLOMBIA,TOLIMA,Club Deportivo de Esgrima,460,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,S,M,I,GN,,,,,,,,,,5,4,1,1161,5,1,1,64,4,5,0,404,5,1,1,1870,5,4,1,461,15,12,3,1,463,5,15,-10,0,415,,,,,,,,,,,,,,,,CAMILO ANDRES RENGIFO LOMBANA,,4.8,,13.5,8.26666666666667,-5.23333333333333,1,1,1,,,,,,,,,,,,,,,,,
85,13,16,JULIAN DAVID,ACOSTA CLAVIJO,21,COLOMBIA,CUNDINAMARCA,CLUB ARAMIS,279,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,S,M,I,GN,,,,,,,,,,5,4,1,502,5,1,1,608,5,0,1,1140,3,5,0,124,5,4,1,907,15,5,10,1,1646,7,15,-8,0,1049,,,,,,,,,,,,,,,,JULIAN DAVID ACOSTA CLAVIJO,,4.6,,10,8.86666666666667,-1.13333333333333,1,1,1,,,,,,,,,,,,,,,,,
86,14,16,DIEGO SEBASTIAN,ARENAS GOMEZ,35,COLOMBIA,BOGOTA,bogotaclub,258,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,S,M,I,GN,,,,,,,,,,5,2,1,2078,5,3,1,1646,5,4,1,435,2,5,0,458,5,0,1,1050,15,12,3,1,486,4,15,-11,0,65,,,,,,,,,,,,,,,,DIEGO SEBASTIAN ARENAS GOMEZ,,4.4,,13.5,7.8,-5.7,1,1,1,,,,,,,,,,,,,,,,,
87,15,16,CESAR AUGUSTO,ARIAS TORO,31,COLOMBIA,ANTIOQUIA,CLUB DEPORTIVO TIZONA,502,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,S,M,I,GN,,,,,,,,,,4,5,0,279,5,2,1,907,5,1,1,608,5,4,1,1140,4,5,0,124,15,5,10,1,2345,13,15,-2,0,289,,,,,,,,,,,,,,,,CESAR AUGUSTO ARIAS TORO,,4.6,,10,10.8666666666667,0.866666666666667,0,0,1,,,,,,,,,,,,,,,,,
88,16,16,CAMILO ALFONSO,MOSQUERA BELTRAN,23,COLOMBIA,BOGOTA,CLUB DE ESGRIMA SPARTACUS,1626,GRAN CAMPEONATO NACIONAL DE MAYORES INDIVIDUAL Y POR EQUIPOS,MEDELLIN,2018-08-18,S,S,M,I,GN,,,,,,,,,,2,5,0,2343,5,3,1,248,3,5,0,1054,5,1,1,463,5,0,1,1195,15,14,1,1,404,6,15,-9,0,1054,,,,,,,,,,,,,,,,CAMILO ALFONSO MOSQUERA BELTRAN,,4,,14.5,8.33333333333333,-6.16666666666667,0,0,1,,,,,,,,,,,,,,,,,
